,run_dir,train_data,val_data,test_data,recycle,recycle_delay,recycle_flip,epochs,lr,lr_schedule,lr_schedule_step_size,lr_schedule_gamma,lr_schedule_eta_min,lr_warmup_epochs,optimizer,swa,swa_start_epoch,swa_lr,freeze_batch_norm,mb_size,device,tensorboard_dir,checkpoints_dir,best_checkpoints_only,augment,model,pretrained,pretrained_weights,pretrained_conv_weights,classes,tasks,weighted_loss,label_smoothing,data,mnist_rows,mnist_cols,ddsm_views,adni_views,chexpert_views,view_dropout,dropout,attention_heads,attention_downsampling,attention_combine,attention_bidirectional,attention_l1_loss,attention_entmax_alpha,attention_softmax_scale,attention_tokens,attention_token_layers,attention_tokenize_a,attention_implementation,normalize,num_workers,autocast,git_commit,direction,task,best_epoch,roc_auc_task/val,roc_auc_task/test
0,log-from-cluster/log-chexpert-20210218/20210218-model-LateJoinResNet18ShallowTop-data-chexpert-view-ccmlo-run1-aug-cosine0.00001-epochs60,['data/chexpert-small-20210209-custom-train.h5'],['data/chexpert-small-20210209-custom-val.h5'],['data/chexpert-small-20210209-custom-test.h5'],,5,False,60,1e-05,CosineAnnealingLR,,,1e-07,,Adam,False,,,False,32,cuda,logs/log-chexpert-20210218/20210218-model-LateJoinResNet18ShallowTop-data-chexpert-view-ccmlo-run1-aug-cosine0.00001-epochs60,checkpoints/checkpoints-chexpert-20210218/20210218-model-LateJoinResNet18ShallowTop-data-chexpert-view-ccmlo-run1-aug-cosine0.00001-epochs60,True,"['flip', 'elastic', 'crop20']",LateJoinResNet18ShallowTop,,,,3,14,False,False,CheXpertDataset,,,"['cc', 'mlo']","['mri', 'pet']","['frontal', 'lateral']",,,,,,,,,,,,,samplewise-directsum,False,6,True,9d8f95e,max,Enlarged Cardiomediastinum,9,0.8079200387001038,0.809096097946167
1,log-from-cluster/log-chexpert-20210218/20210218-model-LateJoinResNet18ShallowTop-data-chexpert-view-ccmlo-run1-aug-cosine0.00001-epochs60,['data/chexpert-small-20210209-custom-train.h5'],['data/chexpert-small-20210209-custom-val.h5'],['data/chexpert-small-20210209-custom-test.h5'],,5,False,60,1e-05,CosineAnnealingLR,,,1e-07,,Adam,False,,,False,32,cuda,logs/log-chexpert-20210218/20210218-model-LateJoinResNet18ShallowTop-data-chexpert-view-ccmlo-run1-aug-cosine0.00001-epochs60,checkpoints/checkpoints-chexpert-20210218/20210218-model-LateJoinResNet18ShallowTop-data-chexpert-view-ccmlo-run1-aug-cosine0.00001-epochs60,True,"['flip', 'elastic', 'crop20']",LateJoinResNet18ShallowTop,,,,3,14,False,False,CheXpertDataset,,,"['cc', 'mlo']","['mri', 'pet']","['frontal', 'lateral']",,,,,,,,,,,,,samplewise-directsum,False,6,True,9d8f95e,max,Cardiomegaly,18,0.9081231951713562,0.9234243035316467
2,log-from-cluster/log-chexpert-20210218/20210218-model-LateJoinResNet18ShallowTop-data-chexpert-view-ccmlo-run1-aug-cosine0.00001-epochs60,['data/chexpert-small-20210209-custom-train.h5'],['data/chexpert-small-20210209-custom-val.h5'],['data/chexpert-small-20210209-custom-test.h5'],,5,False,60,1e-05,CosineAnnealingLR,,,1e-07,,Adam,False,,,False,32,cuda,logs/log-chexpert-20210218/20210218-model-LateJoinResNet18ShallowTop-data-chexpert-view-ccmlo-run1-aug-cosine0.00001-epochs60,checkpoints/checkpoints-chexpert-20210218/20210218-model-LateJoinResNet18ShallowTop-data-chexpert-view-ccmlo-run1-aug-cosine0.00001-epochs60,True,"['flip', 'elastic', 'crop20']",LateJoinResNet18ShallowTop,,,,3,14,False,False,CheXpertDataset,,,"['cc', 'mlo']","['mri', 'pet']","['frontal', 'lateral']",,,,,,,,,,,,,samplewise-directsum,False,6,True,9d8f95e,max,Lung Opacity,25,0.8227429986000061,0.8027880191802979
3,log-from-cluster/log-chexpert-20210218/20210218-model-LateJoinResNet18ShallowTop-data-chexpert-view-ccmlo-run1-aug-cosine0.00001-epochs60,['data/chexpert-small-20210209-custom-train.h5'],['data/chexpert-small-20210209-custom-val.h5'],['data/chexpert-small-20210209-custom-test.h5'],,5,False,60,1e-05,CosineAnnealingLR,,,1e-07,,Adam,False,,,False,32,cuda,logs/log-chexpert-20210218/20210218-model-LateJoinResNet18ShallowTop-data-chexpert-view-ccmlo-run1-aug-cosine0.00001-epochs60,checkpoints/checkpoints-chexpert-20210218/20210218-model-LateJoinResNet18ShallowTop-data-chexpert-view-ccmlo-run1-aug-cosine0.00001-epochs60,True,"['flip', 'elastic', 'crop20']",LateJoinResNet18ShallowTop,,,,3,14,False,False,CheXpertDataset,,,"['cc', 'mlo']","['mri', 'pet']","['frontal', 'lateral']",,,,,,,,,,,,,samplewise-directsum,False,6,True,9d8f95e,max,Lung Lesion,20,0.8318007588386536,0.7536616325378418
4,log-from-cluster/log-chexpert-20210218/20210218-model-LateJoinResNet18ShallowTop-data-chexpert-view-ccmlo-run1-aug-cosine0.00001-epochs60,['data/chexpert-small-20210209-custom-train.h5'],['data/chexpert-small-20210209-custom-val.h5'],['data/chexpert-small-20210209-custom-test.h5'],,5,False,60,1e-05,CosineAnnealingLR,,,1e-07,,Adam,False,,,False,32,cuda,logs/log-chexpert-20210218/20210218-model-LateJoinResNet18ShallowTop-data-chexpert-view-ccmlo-run1-aug-cosine0.00001-epochs60,checkpoints/checkpoints-chexpert-20210218/20210218-model-LateJoinResNet18ShallowTop-data-chexpert-view-ccmlo-run1-aug-cosine0.00001-epochs60,True,"['flip', 'elastic', 'crop20']",LateJoinResNet18ShallowTop,,,,3,14,False,False,CheXpertDataset,,,"['cc', 'mlo']","['mri', 'pet']","['frontal', 'lateral']",,,,,,,,,,,,,samplewise-directsum,False,6,True,9d8f95e,max,Edema,16,0.8718730807304382,0.8872004747390747
5,log-from-cluster/log-chexpert-20210218/20210218-model-LateJoinResNet18ShallowTop-data-chexpert-view-ccmlo-run1-aug-cosine0.00001-epochs60,['data/chexpert-small-20210209-custom-train.h5'],['data/chexpert-small-20210209-custom-val.h5'],['data/chexpert-small-20210209-custom-test.h5'],,5,False,60,1e-05,CosineAnnealingLR,,,1e-07,,Adam,False,,,False,32,cuda,logs/log-chexpert-20210218/20210218-model-LateJoinResNet18ShallowTop-data-chexpert-view-ccmlo-run1-aug-cosine0.00001-epochs60,checkpoints/checkpoints-chexpert-20210218/20210218-model-LateJoinResNet18ShallowTop-data-chexpert-view-ccmlo-run1-aug-cosine0.00001-epochs60,True,"['flip', 'elastic', 'crop20']",LateJoinResNet18ShallowTop,,,,3,14,False,False,CheXpertDataset,,,"['cc', 'mlo']","['mri', 'pet']","['frontal', 'lateral']",,,,,,,,,,,,,samplewise-directsum,False,6,True,9d8f95e,max,Consolidation,26,0.8424941897392273,0.8662254810333252
6,log-from-cluster/log-chexpert-20210218/20210218-model-LateJoinResNet18ShallowTop-data-chexpert-view-ccmlo-run1-aug-cosine0.00001-epochs60,['data/chexpert-small-20210209-custom-train.h5'],['data/chexpert-small-20210209-custom-val.h5'],['data/chexpert-small-20210209-custom-test.h5'],,5,False,60,1e-05,CosineAnnealingLR,,,1e-07,,Adam,False,,,False,32,cuda,logs/log-chexpert-20210218/20210218-model-LateJoinResNet18ShallowTop-data-chexpert-view-ccmlo-run1-aug-cosine0.00001-epochs60,checkpoints/checkpoints-chexpert-20210218/20210218-model-LateJoinResNet18ShallowTop-data-chexpert-view-ccmlo-run1-aug-cosine0.00001-epochs60,True,"['flip', 'elastic', 'crop20']",LateJoinResNet18ShallowTop,,,,3,14,False,False,CheXpertDataset,,,"['cc', 'mlo']","['mri', 'pet']","['frontal', 'lateral']",,,,,,,,,,,,,samplewise-directsum,False,6,True,9d8f95e,max,Pneumonia,37,0.7112188339233398,0.7751874923706055
7,log-from-cluster/log-chexpert-20210218/20210218-model-LateJoinResNet18ShallowTop-data-chexpert-view-ccmlo-run1-aug-cosine0.00001-epochs60,['data/chexpert-small-20210209-custom-train.h5'],['data/chexpert-small-20210209-custom-val.h5'],['data/chexpert-small-20210209-custom-test.h5'],,5,False,60,1e-05,CosineAnnealingLR,,,1e-07,,Adam,False,,,False,32,cuda,logs/log-chexpert-20210218/20210218-model-LateJoinResNet18ShallowTop-data-chexpert-view-ccmlo-run1-aug-cosine0.00001-epochs60,checkpoints/checkpoints-chexpert-20210218/20210218-model-LateJoinResNet18ShallowTop-data-chexpert-view-ccmlo-run1-aug-cosine0.00001-epochs60,True,"['flip', 'elastic', 'crop20']",LateJoinResNet18ShallowTop,,,,3,14,False,False,CheXpertDataset,,,"['cc', 'mlo']","['mri', 'pet']","['frontal', 'lateral']",,,,,,,,,,,,,samplewise-directsum,False,6,True,9d8f95e,max,Atelectasis,2,0.7927395701408386,0.8044393658638
8,log-from-cluster/log-chexpert-20210218/20210218-model-LateJoinResNet18ShallowTop-data-chexpert-view-ccmlo-run1-aug-cosine0.00001-epochs60,['data/chexpert-small-20210209-custom-train.h5'],['data/chexpert-small-20210209-custom-val.h5'],['data/chexpert-small-20210209-custom-test.h5'],,5,False,60,1e-05,CosineAnnealingLR,,,1e-07,,Adam,False,,,False,32,cuda,logs/log-chexpert-20210218/20210218-model-LateJoinResNet18ShallowTop-data-chexpert-view-ccmlo-run1-aug-cosine0.00001-epochs60,checkpoints/checkpoints-chexpert-20210218/20210218-model-LateJoinResNet18ShallowTop-data-chexpert-view-ccmlo-run1-aug-cosine0.00001-epochs60,True,"['flip', 'elastic', 'crop20']",LateJoinResNet18ShallowTop,,,,3,14,False,False,CheXpertDataset,,,"['cc', 'mlo']","['mri', 'pet']","['frontal', 'lateral']",,,,,,,,,,,,,samplewise-directsum,False,6,True,9d8f95e,max,Pneumothorax,26,0.8610454797744751,0.8718380331993103
9,log-from-cluster/log-chexpert-20210218/20210218-model-LateJoinResNet18ShallowTop-data-chexpert-view-ccmlo-run1-aug-cosine0.00001-epochs60,['data/chexpert-small-20210209-custom-train.h5'],['data/chexpert-small-20210209-custom-val.h5'],['data/chexpert-small-20210209-custom-test.h5'],,5,False,60,1e-05,CosineAnnealingLR,,,1e-07,,Adam,False,,,False,32,cuda,logs/log-chexpert-20210218/20210218-model-LateJoinResNet18ShallowTop-data-chexpert-view-ccmlo-run1-aug-cosine0.00001-epochs60,checkpoints/checkpoints-chexpert-20210218/20210218-model-LateJoinResNet18ShallowTop-data-chexpert-view-ccmlo-run1-aug-cosine0.00001-epochs60,True,"['flip', 'elastic', 'crop20']",LateJoinResNet18ShallowTop,,,,3,14,False,False,CheXpertDataset,,,"['cc', 'mlo']","['mri', 'pet']","['frontal', 'lateral']",,,,,,,,,,,,,samplewise-directsum,False,6,True,9d8f95e,max,Pleural Effusion,21,0.953858494758606,0.9538164734840393
